customer_id,name,email,signup_date,city,country,age,gender,age_missing,city_missing,gender_missing
57,renee mcdaniel,michaeljones@example.net,2019-11-27,Vancouver,Canada,51.0,F,False,False,False
58,lisa alvarado,cortezkevin@example.com,2022-11-16,Bangkok,Thailand,,M,True,False,False
59,erika terry,jamesortega@example.com,2019-09-19,Manchester,UK,35.0,,False,False,True
60,stephanie gilbert,richard04@example.com,2024-01-15,New York,USA,29.0,F,False,False,False
61,richard lawson,steven73@example.net,2023-12-16,Munich,Germany,55.0,F,False,False,False
62,steven flynn,donnacampbell@example.net,2024-06-22,Chicago,USA,72.0,Other,False,False,False
63,frances cardenas,emilywalker@example.org,2024-03-21,Singapore,Singapore,67.0,F,False,False,False
64,angel riggs,gibsonolivia@example.net,2023-06-01,Chicago,USA,40.0,F,False,False,False
65,michael snyder,dylanwatts@example.org,2024-02-24,Mumbai,India,38.0,F,False,False,False
66,colleen brock,pwilliams@example.org,2022-09-13,New York,USA,41.0,,False,False,True
67,robert contreras,stephanie79@example.net,2020-12-20,Vancouver,Canada,48.0,M,False,False,False
68,jessica meadows,vmerritt@example.com,2019-08-25,New York,USA,27.0,F,False,False,False
69,paul larsen,katie87@example.net,2021-06-08,Paris,France,62.0,,False,False,True
70,jeremiah reeves,josephflores@example.net,2021-02-27,Los Angeles,USA,28.0,F,False,False,False
71,chris reyes,jasminebrown@example.com,2023-07-10,Bangkok,Thailand,59.0,M,False,False,False
72,john brown,xprice@example.net,2021-06-02,London,UK,58.0,M,False,False,False
73,alicia gilmore,wwoods@example.com,2023-01-14,Los Angeles,USA,48.0,F,False,False,False
74,sarah ashley,vmedina@example.net,2022-02-09,Vancouver,Canada,28.0,M,False,False,False
75,stephanie freeman,ryan06@example.com,2019-12-23,Bangkok,Thailand,52.0,F,False,False,False
76,rebecca ramsey,ncalhoun@example.net,2020-03-06,Vancouver,Canada,66.0,M,False,False,False
77,james elliott,millerroy@example.com,2022-10-15,Berlin,Germany,48.0,M,False,False,False
78,david murphy,wmurphy@example.com,2022-09-11,Chicago,USA,34.0,F,False,False,False
79,trevor fisher,ruizkaitlyn@example.org,2024-05-03,Mumbai,India,59.0,F,False,False,False
80,mrs. marie harrington dds,herringjames@example.org,2020-05-16,New York,USA,55.0,F,False,False,False
81,cynthia wells,elliottjeffery@example.net,2022-03-24,Sydney,Australia,61.0,F,False,False,False
82,jacob obrien,stricklandfrank@example.com,2022-11-09,Sydney,Australia,73.0,F,False,False,False
83,alexander collins,tsanders@example.org,2020-03-24,Manchester,UK,67.0,F,False,False,False
84,michael burton,terrykevin@example.net,2024-02-22,Toronto,Canada,45.0,M,False,False,False
85,barbara riggs,reedross@example.com,2022-05-04,Munich,Germany,64.0,M,False,False,False
86,matthew smith,gshort@example.com,2021-05-23,Munich,Germany,44.0,M,False,False,False
87,madison poole,ryangross@example.net,2023-03-20,Vancouver,Canada,69.0,M,False,False,False
88,robert medina,umarshall@example.net,2020-05-04,Sydney,Australia,44.0,F,False,False,False
89,samuel rivas,ramirezshannon@example.com,2024-01-03,London,UK,21.0,M,False,False,False
90,mary rogers,lrosales@example.com,2020-03-14,Melbourne,Australia,42.0,F,False,False,False
91,robert peterson,angela83@example.org,2023-09-02,Toronto,Canada,40.0,M,False,False,False
92,jason peters,hannahbrewer@example.com,2023-12-09,Mumbai,India,40.0,F,False,False,False
93,alan phillips,tholt@example.net,2023-10-14,Manchester,UK,50.0,M,False,False,False
94,kara schmidt,jbarajas@example.com,2021-09-26,,Canada,33.0,F,False,True,False
95,jesse parker,davidlee@example.org,2023-06-23,Sydney,Australia,62.0,F,False,False,False
96,tiffany vaughn,javierwashington@example.net,2021-12-29,Paris,France,74.0,F,False,False,False
97,paige carlson,wallkenneth@example.com,2021-05-27,Sydney,Australia,71.0,F,False,False,False
98,adrian ferguson,brandon08@example.com,2021-07-20,Toronto,Canada,37.0,M,False,False,False
99,beth oneill,agarcia@example.net,2021-05-13,,India,69.0,M,False,True,False
100,john peterson,kingmichelle@example.org,2020-04-04,London,UK,20.0,M,False,False,False
101,jennifer jones,hernandezlisa@example.com,2020-02-13,Toronto,Canada,55.0,M,False,False,False
102,david grant,yobrien@example.net,2024-04-25,Paris,France,45.0,F,False,False,False
103,joseph hayes,levans@example.com,2024-05-27,Paris,France,65.0,F,False,False,False
104,marc lynch,mezajared@example.org,2024-03-17,New York,USA,52.0,F,False,False,False
105,brad allen,moorericky@example.net,2020-02-11,Melbourne,Australia,53.0,F,False,False,False
106,doris hall,jacqueline71@example.net,2020-09-09,Singapore,Singapore,67.0,M,False,False,False
107,dennis moody,ronaldstephens@example.net,2021-12-27,London,UK,58.0,F,False,False,False
108,derek thomas,martinkyle@example.net,2021-05-10,Mumbai,India,22.0,M,False,False,False
109,tammy gonzales,sbarker@example.com,2022-12-19,Berlin,Germany,43.0,M,False,False,False
110,kathryn snyder,georgepamela@example.net,2023-07-14,Paris,France,65.0,M,False,False,False
111,david davis,keyemily@example.com,2020-10-22,Vancouver,Canada,69.0,F,False,False,False
112,pamela thompson,lmoon@example.net,2021-08-09,Singapore,Singapore,55.0,M,False,False,False
113,robert costa,vbailey@example.com,2020-01-08,London,UK,29.0,F,False,False,False
114,shannon rivera,zroberts@example.net,2022-12-07,Paris,France,,F,True,False,False
115,brandon king,cordovarichard@example.net,2021-04-12,Melbourne,Australia,51.0,M,False,False,False
116,april booth,mgutierrez@example.net,2021-07-06,Berlin,Germany,21.0,F,False,False,False
117,peter garrett,harrisandrea@example.com,2022-04-06,Sydney,Australia,46.0,,False,False,True
118,michael martinez,jennifercollins@example.org,2020-11-08,Munich,Germany,60.0,F,False,False,False
119,anna gay,murraydavid@example.org,2020-01-30,Melbourne,Australia,23.0,M,False,False,False
120,dr. jordan hill phd,jsanchez@example.org,2020-03-19,Toronto,Canada,33.0,M,False,False,False
121,thomas romero,michellehill@example.com,2019-07-25,Vancouver,Canada,34.0,F,False,False,False
122,richard adams,campbellkenneth@example.net,2019-09-17,Munich,Germany,18.0,M,False,False,False
123,mary grimes,wryan@example.com,2022-07-30,Chicago,USA,22.0,M,False,False,False
124,kimberly gibson,molly39@example.com,2020-11-28,Berlin,Germany,19.0,F,False,False,False
125,reginald williams,zthornton@example.com,2021-03-31,Los Angeles,USA,20.0,F,False,False,False
126,matthew hoover,tylerjohnson@example.net,2022-02-26,Singapore,Singapore,21.0,M,False,False,False
127,evelyn garcia,dgarcia@example.org,2022-05-05,Paris,France,30.0,M,False,False,False
128,jennifer pena,charlesharrington@example.com,2023-10-28,Vancouver,Canada,43.0,M,False,False,False
129,michael santos,melissa86@example.com,2019-07-23,Melbourne,Australia,56.0,F,False,False,False
130,stacy freeman,williamsonjimmy@example.net,2022-02-04,Chicago,USA,,M,True,False,False
131,yolanda francis,wgood@example.net,2019-03-08,Vancouver,Canada,34.0,F,False,False,False
132,ashlee jackson,rebecca05@example.org,2020-04-23,Sydney,Australia,66.0,M,False,False,False
133,james thomas,yknight@example.org,2021-05-20,Toronto,Canada,50.0,F,False,False,False
134,bob pitts,tyleraguilar@example.org,2019-05-27,Chicago,USA,26.0,M,False,False,False
135,david scott,nolansteven@example.com,2020-08-14,Bangkok,Thailand,23.0,F,False,False,False
136,brooke alexander,vanessa46@example.net,2021-10-21,Vancouver,Canada,47.0,M,False,False,False
137,ryan gonzalez,gcastaneda@example.org,2020-10-22,Melbourne,Australia,,M,True,False,False
138,ian phillips,andrew64@example.org,2022-03-24,Mumbai,India,17.0,F,False,False,False
139,melissa garner,lozanojulie@example.com,2023-04-12,New York,USA,46.0,F,False,False,False
140,crystal pham,danaoliver@example.net,2021-06-11,Paris,France,68.0,F,False,False,False
141,patricia becker,courtneyberger@example.net,2020-10-19,London,UK,70.0,M,False,False,False
142,richard johnson,jessica14@example.com,2024-04-19,Sydney,Australia,68.0,F,False,False,False
143,casey anderson,alyssa42@example.com,2020-10-24,Vancouver,Canada,65.0,,False,False,True
144,terry coffey,julie51@example.com,2023-11-16,Sydney,Australia,45.0,F,False,False,False
145,brenda levy,zcoffey@example.net,2021-10-17,Singapore,Singapore,44.0,M,False,False,False
146,richard smith,gibsonemily@example.net,2020-08-12,Bangkok,Thailand,72.0,,False,False,True
147,james little,daniel37@example.org,2023-06-25,Paris,France,61.0,M,False,False,False
148,terri murphy,deborahreid@example.com,2020-04-05,Los Angeles,USA,45.0,F,False,False,False
149,elizabeth ortiz,brandonjohnson@example.com,2023-01-07,Bangkok,Thailand,48.0,M,False,False,False
150,david medina,qchavez@example.net,2020-05-14,Berlin,Germany,51.0,M,False,False,False
151,kimberly matthews,nicolepena@example.com,2023-12-06,Melbourne,Australia,71.0,M,False,False,False
152,teresa ramirez,jeff73@example.com,2024-03-28,London,UK,33.0,F,False,False,False
153,michael stephens,bruce43@example.org,2022-04-02,Paris,France,71.0,F,False,False,False
154,samantha davis,darleneharper@example.org,2023-04-12,Munich,Germany,40.0,F,False,False,False
155,gavin zhang,caseyhubbard@example.org,2020-05-04,Melbourne,Australia,40.0,F,False,False,False
156,robin hall,kristinacarlson@example.com,2021-08-26,Melbourne,Australia,40.0,M,False,False,False
157,brianna anderson,lauren10@example.org,2021-10-11,Chicago,USA,24.0,M,False,False,False
158,richard young,alfred40@example.org,2023-09-27,Mumbai,India,22.0,M,False,False,False
159,kelly reese,xwest@example.net,2023-11-19,Manchester,UK,25.0,F,False,False,False
160,jodi walker,acostaregina@example.net,2022-11-19,Paris,France,57.0,M,False,False,False
161,judith maynard,lutzmelanie@example.com,2021-02-17,Munich,Germany,56.0,M,False,False,False
162,katherine browning,lammarc@example.org,2022-06-18,New York,USA,31.0,,False,False,True
163,donald schultz,oscar98@example.com,2019-07-05,Melbourne,Australia,22.0,F,False,False,False
164,larry garcia,farrelldebra@example.net,2022-11-22,Chicago,USA,,F,True,False,False
165,cindy hayes,robertwilcox@example.com,2021-02-06,London,UK,25.0,M,False,False,False
166,brandon simmons,nicholas27@example.org,2019-12-15,Chicago,USA,21.0,M,False,False,False
167,bradley reynolds,lisa80@example.net,2024-02-13,Berlin,Germany,25.0,F,False,False,False
168,kristina santiago,qgomez@example.com,2019-01-20,Sydney,Australia,73.0,F,False,False,False
169,michelle schmitt,michael98@example.org,2022-04-18,London,UK,56.0,F,False,False,False
170,john boone,megan51@example.com,2020-02-12,Vancouver,Canada,70.0,M,False,False,False
171,renee bruce,lynchdiane@example.net,2020-08-28,Paris,France,17.0,F,False,False,False
172,christopher park,sandra50@example.org,2023-11-07,Paris,France,74.0,M,False,False,False
173,kylie morales,joycebonilla@example.org,2023-05-08,Vancouver,Canada,54.0,F,False,False,False
174,cindy barnes,eric45@example.net,2022-10-20,Vancouver,Canada,56.0,F,False,False,False
175,sophia moore,craigjoseph@example.net,2021-06-21,Singapore,Singapore,53.0,M,False,False,False
176,lawrence perry,kariwilson@example.com,2023-03-11,London,UK,27.0,M,False,False,False
177,michael watkins,brandon69@example.org,2021-12-23,London,UK,74.0,M,False,False,False
178,eric clark,kathrynroberts@example.org,2024-06-04,Berlin,Germany,63.0,M,False,False,False
179,paul thompson,opatel@example.net,2019-10-16,Los Angeles,USA,71.0,F,False,False,False
180,mary gomez,chensley@example.com,2023-07-06,Mumbai,India,39.0,F,False,False,False
181,thomas atkins,tberry@example.net,2021-07-20,Los Angeles,USA,59.0,F,False,False,False
182,brian smith,george97@example.net,2024-04-09,Sydney,Australia,22.0,M,False,False,False
183,anita richard,ryanmorales@example.org,2020-11-02,Munich,Germany,30.0,M,False,False,False
184,eric morgan,kimberly18@example.net,2020-09-10,Melbourne,Australia,42.0,F,False,False,False
185,jordan bullock,michael23@example.org,2019-08-26,Berlin,Germany,31.0,F,False,False,False
186,craig morrison,thompsonkendra@example.com,2024-04-28,Sydney,Australia,42.0,M,False,False,False
187,justin riley,michelle52@example.com,2019-07-22,Sydney,Australia,55.0,F,False,False,False
188,jeremy turner,brittany58@example.org,2020-03-20,London,UK,44.0,F,False,False,False
189,jesse brown,chase19@example.net,2021-01-22,Sydney,Australia,73.0,F,False,False,False
190,julie spencer,colelisa@example.net,2024-06-05,Toronto,Canada,70.0,F,False,False,False
191,larry mason,hayeslisa@example.com,2022-05-07,Sydney,Australia,19.0,F,False,False,False
192,mrs. maria williams,hritter@example.net,2020-02-25,Paris,France,69.0,F,False,False,False
193,helen hardin,vortiz@example.net,2020-04-22,Mumbai,India,65.0,F,False,False,False
194,rachel holland,riveraangela@example.com,2019-10-24,Mumbai,India,50.0,M,False,False,False
195,nathaniel douglas,mathewaguilar@example.org,2019-09-27,New York,USA,38.0,F,False,False,False
196,emily douglas,tanderson@example.org,2020-06-27,Chicago,USA,24.0,M,False,False,False
197,james conner,elizabethcalderon@example.net,2021-07-07,Berlin,Germany,48.0,F,False,False,False
198,susan davis dds,andrew42@example.org,2019-03-30,Paris,France,49.0,F,False,False,False
199,ralph lee,ericphillips@example.org,2023-10-02,Berlin,Germany,43.0,M,False,False,False
200,kimberly rodgers,stanleynancy@example.net,2024-01-16,Los Angeles,USA,36.0,F,False,False,False
201,james martin,jenniferwilliams@example.com,2022-04-13,Sydney,Australia,61.0,M,False,False,False
202,cynthia wallace,karen73@example.net,2021-11-01,Berlin,Germany,43.0,M,False,False,False
203,vincent mueller,michealvalentine@example.com,2023-12-03,Sydney,Australia,62.0,M,False,False,False
204,douglas reyes,mburch@example.net,2020-11-25,Manchester,UK,41.0,F,False,False,False
205,david davidson,angela18@example.org,2020-06-06,Sydney,Australia,25.0,F,False,False,False
206,phillip nelson,mariahdavis@example.org,2019-07-10,Los Angeles,USA,22.0,F,False,False,False
207,stacey arias,gbrown@example.com,2022-04-16,New York,USA,51.0,F,False,False,False
208,zachary brooks,florescory@example.net,2024-04-11,Sydney,Australia,71.0,F,False,False,False
209,raven taylor,samantha72@example.net,2020-12-21,Vancouver,Canada,52.0,M,False,False,False
210,luis bullock,scottmary@example.net,2019-08-10,Mumbai,India,70.0,F,False,False,False
211,lisa henderson,john10@example.org,2023-07-12,Toronto,Canada,70.0,M,False,False,False
212,riley bryant,copelandvincent@example.net,2022-08-09,Sydney,Australia,17.0,M,False,False,False
213,jose allen,kellysmith@example.com,2020-01-05,New York,USA,60.0,F,False,False,False
214,jason beck,millsmichael@example.net,2023-11-17,Chicago,USA,52.0,M,False,False,False
215,rachel romero,myerstheodore@example.net,2019-07-07,New York,USA,29.0,F,False,False,False
216,james burgess,kristina53@example.net,2023-01-17,Vancouver,Canada,65.0,M,False,False,False
217,ashley perkins,dennis58@example.com,2019-11-19,Chicago,USA,19.0,M,False,False,False
218,carrie maxwell,epollard@example.net,2022-05-28,Berlin,Germany,42.0,F,False,False,False
219,chad baldwin,mjohnson@example.org,2019-08-16,Manchester,UK,59.0,M,False,False,False
220,stacey stewart,zachary87@example.com,2020-03-27,New York,USA,,Other,True,False,False
221,matthew mitchell,glennmartin@example.org,2019-10-09,,Singapore,34.0,M,False,True,False
222,jessica ross,ykline@example.com,2019-09-22,Chicago,USA,50.0,M,False,False,False
223,kathleen jimenez,laurie61@example.com,2020-12-26,Singapore,Singapore,41.0,F,False,False,False
224,samantha gardner,curtis54@example.com,2019-06-09,Bangkok,Thailand,52.0,M,False,False,False
225,mitchell jackson,cbell@example.net,2019-08-24,Vancouver,Canada,17.0,Other,False,False,False
226,heather bolton,danielle01@example.net,2023-08-31,Berlin,Germany,21.0,F,False,False,False
227,heidi owen,stephaniethomas@example.net,2021-12-09,Manchester,UK,41.0,F,False,False,False
228,jessica martinez,kimberlydiaz@example.com,2019-12-11,Singapore,Singapore,48.0,F,False,False,False
229,amanda hernandez,xrush@example.com,2020-12-16,Singapore,Singapore,62.0,F,False,False,False
230,laura moreno,redwards@example.org,2019-10-27,Los Angeles,USA,28.0,M,False,False,False
231,allison lopez,hmcintyre@example.com,2019-12-29,Los Angeles,USA,47.0,M,False,False,False
232,michele lewis,heather73@example.org,2024-03-07,Sydney,Australia,57.0,M,False,False,False
233,benjamin thompson,zosborn@example.net,2020-10-09,Sydney,Australia,44.0,F,False,False,False
234,victoria contreras,piercekelly@example.com,2022-04-26,Vancouver,Canada,38.0,F,False,False,False
235,michelle ho,laurahicks@example.org,2021-01-25,New York,USA,20.0,F,False,False,False
236,dr. cynthia snyder,angela57@example.net,2021-11-04,Paris,France,45.0,M,False,False,False
237,stephen jones,ukey@example.com,2021-07-10,New York,USA,57.0,M,False,False,False
238,patricia morrow,martinezlogan@example.org,2021-07-11,New York,USA,67.0,M,False,False,False
239,michael cooper,katrinaanderson@example.net,2022-08-16,Munich,Germany,18.0,F,False,False,False
240,amy martinez,kevinmartin@example.net,2022-06-02,Munich,Germany,39.0,F,False,False,False
241,travis stone,meghan43@example.net,2022-10-22,London,UK,19.0,F,False,False,False
242,denise weber,shawgary@example.net,2022-02-16,Los Angeles,USA,34.0,,False,False,True
243,matthew le,megan90@example.org,2023-11-24,Paris,France,37.0,M,False,False,False
244,travis wise,debra96@example.net,2024-06-04,Vancouver,Canada,60.0,M,False,False,False
245,kathleen burton,dawn47@example.org,2020-09-26,Los Angeles,USA,40.0,F,False,False,False
246,melinda evans,barkereric@example.com,2023-08-25,Melbourne,Australia,21.0,F,False,False,False
247,mr. lawrence edwards,jessica56@example.org,2020-09-24,London,UK,29.0,F,False,False,False
248,kayla rodriguez,stevenadams@example.org,2019-11-14,Chicago,USA,34.0,M,False,False,False
249,anthony dougherty,kwright@example.com,2023-02-21,Mumbai,India,18.0,M,False,False,False
250,michelle lee,tyronerobertson@example.com,2021-02-10,Paris,France,26.0,M,False,False,False
251,kathleen davis,pwagner@example.org,2019-12-06,Bangkok,Thailand,18.0,F,False,False,False
252,amber campbell,amitchell@example.org,2022-06-04,Berlin,Germany,64.0,M,False,False,False
253,stephen luna,zdiaz@example.org,2024-05-31,Vancouver,Canada,73.0,Other,False,False,False
254,chloe tran,hughesshannon@example.net,2021-08-03,Berlin,Germany,65.0,,False,False,True
255,william becker,andersoncolin@example.com,2020-02-13,Mumbai,India,24.0,M,False,False,False
256,gina mcmillan,jameshicks@example.net,2022-02-09,London,UK,61.0,F,False,False,False
257,andrew reeves,jstone@example.net,2019-11-25,Singapore,Singapore,44.0,F,False,False,False
258,brenda velazquez,francisco94@example.net,2020-03-30,,Thailand,72.0,F,False,True,False
259,ronald patel,thomas05@example.com,2021-02-04,Munich,Germany,40.0,F,False,False,False
260,veronica silva,carlsonjoseph@example.net,2019-07-22,Bangkok,Thailand,37.0,F,False,False,False
261,paula lane,silvageorge@example.net,2021-08-25,Mumbai,India,64.0,F,False,False,False
262,patricia james,anthonyvaughan@example.org,2019-02-08,Los Angeles,USA,29.0,M,False,False,False
263,jeremy barnes,avaughn@example.net,2021-05-16,Munich,Germany,65.0,F,False,False,False
264,tami salas,thorntonapril@example.net,2022-08-01,Manchester,UK,45.0,M,False,False,False
265,matthew fox,sue78@example.com,2019-02-03,Munich,Germany,48.0,F,False,False,False
266,megan dillon,chelsea33@example.com,2022-06-13,New York,USA,31.0,M,False,False,False
267,courtney dudley,kellie37@example.com,2024-06-19,Munich,Germany,20.0,M,False,False,False
268,justin michael,keith98@example.com,2022-02-08,Munich,Germany,40.0,F,False,False,False
269,jennifer reed,kellyroberts@example.net,2020-06-03,London,UK,38.0,M,False,False,False
270,thomas douglas,ilewis@example.com,2019-08-01,Sydney,Australia,63.0,F,False,False,False
271,melissa taylor,johnsantiago@example.net,2023-07-25,London,UK,27.0,,False,False,True
272,david garcia,jennifer12@example.org,2022-07-17,Berlin,Germany,67.0,Other,False,False,False
273,vanessa moore,mwoods@example.com,2020-08-23,New York,USA,18.0,F,False,False,False
274,matthew velez,pearsonjesse@example.net,2021-11-21,Vancouver,Canada,68.0,M,False,False,False
275,taylor gentry,robertmonroe@example.org,2020-08-08,Toronto,Canada,71.0,F,False,False,False
276,jennifer simpson dvm,nancy04@example.net,2023-06-26,Los Angeles,USA,43.0,M,False,False,False
277,tanya rogers,ihays@example.net,2020-11-25,Manchester,UK,47.0,M,False,False,False
278,todd rosales md,lisarivera@example.net,2023-06-29,Vancouver,Canada,62.0,,False,False,True
279,david lopez,krystal93@example.org,2022-01-22,Chicago,USA,36.0,F,False,False,False
280,margaret sullivan,frobertson@example.com,2022-05-19,Berlin,Germany,26.0,F,False,False,False
281,cathy taylor,shari04@example.com,2024-02-10,Mumbai,India,55.0,,False,False,True
282,paul finley,brandi90@example.com,2019-06-03,New York,USA,41.0,M,False,False,False
283,melissa brown,marshallerik@example.net,2019-10-20,New York,USA,59.0,F,False,False,False
284,stephanie padilla,hannah45@example.net,2022-08-14,Singapore,Singapore,39.0,M,False,False,False
285,tyler mendoza,madkins@example.com,2021-07-10,Sydney,Australia,39.0,F,False,False,False
286,joshua ruiz,kathleenbecker@example.net,2021-03-26,London,UK,57.0,F,False,False,False
287,angela griffin,christian91@example.org,2021-10-19,Chicago,USA,40.0,M,False,False,False
288,stephanie harris,franklinbond@example.com,2021-07-02,Melbourne,Australia,55.0,M,False,False,False
289,daniel aguilar,nolansean@example.org,2019-10-05,Los Angeles,USA,44.0,,False,False,True
290,jose bryant,hansenemily@example.com,2022-10-28,Singapore,Singapore,58.0,M,False,False,False
291,jennifer velasquez,bethwilliams@example.com,2020-09-06,Bangkok,Thailand,61.0,F,False,False,False
292,kimberly brown,andersenthomas@example.com,2021-11-07,London,UK,23.0,F,False,False,False
293,randy cannon,ybrooks@example.com,2019-02-23,Berlin,Germany,51.0,,False,False,True
294,susan bennett,desireebailey@example.org,2022-06-07,Chicago,USA,20.0,M,False,False,False
295,jenna anderson dvm,avilatiffany@example.com,2021-04-21,Munich,Germany,68.0,F,False,False,False
296,kimberly patel,johnreed@example.com,2021-07-10,Los Angeles,USA,59.0,M,False,False,False
297,shaun cannon,pachecorobert@example.org,2022-08-03,Munich,Germany,27.0,M,False,False,False
298,austin wheeler,tharper@example.org,2019-04-24,Mumbai,India,49.0,F,False,False,False
299,andrew gonzales,karenparsons@example.org,2020-04-06,Melbourne,Australia,49.0,F,False,False,False
300,donna cabrera,barbara53@example.com,2024-05-12,Sydney,Australia,33.0,M,False,False,False
301,victoria boyd,dturner@example.net,2022-08-05,Munich,Germany,53.0,M,False,False,False
302,sheryl buck,dpeters@example.com,2024-01-22,Melbourne,Australia,37.0,M,False,False,False
303,megan floyd,heather62@example.com,2019-06-16,New York,USA,57.0,F,False,False,False
304,paul wells,kevinzimmerman@example.com,2021-05-03,Paris,France,,M,True,False,False
305,kristina faulkner,paulscott@example.com,2024-05-13,Sydney,Australia,46.0,F,False,False,False
